,id,carat,cut,color,clarity,depth,table,x,y,z,price
336,337,1.52,Premium,D,SI2,60.6,62.0,7.42,7.37,4.48,9561
337,338,1.25,Premium,J,SI2,61.5,57.0,7.0,6.93,4.28,4690
338,339,0.52,Very Good,F,VS2,63.9,57.0,5.08,5.12,3.26,1550
339,340,1.02,Premium,G,SI2,62.9,59.0,6.4,6.38,4.02,4370
340,341,1.16,Premium,G,VS1,61.9,58.0,6.76,6.72,4.17,8107
341,342,0.42,Premium,D,VS2,61.3,58.0,4.8,4.83,2.95,825
342,343,0.42,Ideal,D,SI1,61.5,56.0,4.85,4.81,2.97,1040
343,344,2.01,Very Good,H,SI1,63.5,57.0,7.96,7.88,5.03,14725
344,345,0.51,Very Good,E,VS1,,54.7,5.12,5.15,31.8,1970
345,346,1.15,Ideal,H,I1,62.0,55.0,6.76,6.69,4.17,3606
346,347,0.7,Ideal,G,VS1,60.6,57.0,5.73,5.79,3.5,3384
347,348,0.42,Ideal,G,VS2,61.6,56.0,4.82,4.83,2.97,847
348,349,1.5,Premium,H,SI1,62.4,58.0,7.33,7.28,4.56,9697
349,350,0.44,Good,J,VS1,63.1,57.0,4.83,4.87,3.06,694
350,351,1.7,Premium,I,VS2,61.7,59.0,7.63,7.68,4.72,11257
351,352,0.96,Fair,F,SI2,65.2,58.0,6.14,6.12,3.99,3688
352,353,1.02,Very Good,H,VS2,62.5,56.0,6.42,6.45,4.02,5217
353,354,0.7,Very Good,E,SI1,61.7,62.0,5.64,5.68,3.49,2569
354,355,1.01,Good,G,SI1,60.7,59.0,6.35,6.4,3.87,4672
355,356,0.6,Premium,D,SI1,62.9,58.0,5.39,5.33,3.37,1799
356,357,0.9,Very Good,G,VS2,61.5,60.0,6.13,6.16,3.78,4386
357,358,1.13,Very Good,E,SI1,62.7,57.0,6.62,6.65,4.16,4922
358,359,0.91,Premium,H,VS2,60.6,58.0,6.3,6.25,3.8,4293
359,360,0.31,Ideal,E,IF,61.9,56.0,4.35,4.37,2.7,1060
360,361,1.02,Very Good,F,SI2,58.7,63.0,6.49,6.46,3.8,3875
361,362,1.51,Very Good,E,SI2,62.8,59.0,7.24,7.31,4.57,9058
362,363,1.06,Very Good,G,I1,60.7,63.0,6.59,6.56,3.99,2080
363,364,1.51,Premium,D,SI1,62.2,59.0,7.34,7.29,4.55,10122
364,365,1.24,Ideal,I,SI1,61.1,60.0,6.94,6.91,4.23,5976
365,366,0.73,Ideal,G,VS2,62.5,56.0,5.78,5.74,3.6,2586
366,367,0.41,Ideal,D,VS2,61.7,56.0,4.81,4.78,2.96,1076
367,368,0.29,Very Good,I,VS2,,55.0,4.25,4.27,2.66,384
368,369,0.53,Ideal,J,SI2,61.9,54.0,5.2,5.23,3.23,856
369,370,1.5,Premium,E,SI2,61.5,60.0,7.29,7.22,4.46,7182
370,371,0.3,Good,F,IF,60.0,63.0,4.3,4.36,2.6,742
371,372,0.32,Ideal,E,VS2,62.3,54.0,4.4,4.37,2.73,900
372,373,0.81,Premium,H,SI2,60.0,59.0,6.03,5.97,3.62,2344
373,374,0.27,Premium,E,VVS1,60.6,58.0,4.2,4.18,2.54,799
374,375,1.39,Ideal,J,VS2,60.9,57.0,7.2,7.25,4.4,6831
375,376,0.33,Very Good,F,VVS2,61.6,57.0,4.44,4.46,2.74,801
376,377,0.32,Ideal,I,VS1,62.4,54.0,4.38,4.4,2.74,523
377,378,0.9,Ideal,F,SI2,61.8,56.0,6.18,6.21,3.83,4593
378,379,0.31,Good,G,VS2,63.1,58.0,4.3,4.35,2.73,544
379,380,0.4,Premium,E,VS1,60.1,58.0,4.76,4.72,2.85,1125
380,381,0.32,Very Good,H,VVS1,61.2,57.0,4.39,4.42,2.69,672
381,382,1.22,Ideal,F,VVS1,61.2,57.0,6.88,6.92,4.22,13029
382,383,0.38,Ideal,E,VVS2,62.0,57.0,4.64,4.69,2.89,1030
383,384,0.71,Very Good,D,VVS2,62.3,60.0,5.65,5.71,3.54,3799
384,385,0.71,Very Good,G,SI2,63.2,59.0,5.6,5.64,3.55,2107
385,386,1.05,Very Good,G,SI1,61.6,57.0,6.51,6.54,4.02,5197
386,387,1.04,Ideal,F,SI1,61.3,56.0,6.55,6.5,4.0,5882
387,388,0.71,Ideal,F,VS1,61.1,57.0,5.76,5.82,3.54,3013
388,389,0.42,Ideal,E,SI1,62.1,55.0,4.81,4.79,2.98,953
389,390,0.44,Ideal,D,VS1,61.1,56.0,4.95,4.91,3.01,1294
390,391,0.41,Very Good,F,SI1,63.4,58.0,4.75,4.68,2.99,852
391,392,0.5,Ideal,H,VS1,61.1,56.0,5.1,5.14,3.13,1637
392,393,0.58,Ideal,E,VS2,61.8,57.0,5.32,5.36,3.3,1903
393,394,0.3,Ideal,E,VVS2,61.8,56.0,4.35,4.33,2.68,1013
394,395,1.18,Very Good,G,VS2,62.7,54.7,6.74,6.77,4.23,8411
395,396,0.91,Ideal,H,SI1,62.0,56.0,6.19,6.22,3.85,4337
396,397,1.2,Ideal,F,VVS1,61.1,55.0,6.86,6.89,4.2,13088
397,398,0.33,Premium,F,SI2,62.3,58.0,4.43,4.4,2.75,557
398,399,0.34,Ideal,F,VVS1,61.7,55.0,4.51,4.5,2.78,959
399,400,0.32,Premium,G,VS2,62.3,58.0,4.41,4.36,2.73,720
400,401,0.38,Very Good,E,SI2,62.5,61.0,4.59,4.63,2.88,590
401,402,0.26,Very Good,E,VVS2,61.4,57.0,4.1,4.13,2.52,506
402,403,0.52,Very Good,G,SI1,61.7,57.0,5.13,5.16,3.17,1311
403,404,2.0,Good,J,I1,63.6,62.0,7.97,7.8,5.02,6521
404,405,0.76,Ideal,E,VS2,61.6,56.0,5.85,5.9,3.62,3864
405,406,1.09,Ideal,G,SI1,62.2,56.0,6.6,6.55,4.09,4970
406,407,0.25,Good,D,VS1,57.6,60.0,4.15,4.18,2.4,399
407,408,0.71,Good,E,VS2,62.8,60.0,5.6,5.65,3.53,2836
408,409,0.41,Fair,D,VVS2,64.5,57.0,4.68,4.65,3.01,1089
409,410,2.27,Premium,J,VS1,62.4,58.0,8.41,8.36,5.23,17149
410,411,1.01,Premium,G,VVS2,63.0,61.0,6.36,6.34,4.0,7665
411,412,0.75,Very Good,E,SI1,62.9,57.0,5.79,5.84,3.66,2753
412,413,0.72,Premium,J,SI1,62.1,59.0,5.75,5.71,3.56,1987
413,414,2.36,Ideal,H,SI2,62.2,55.0,8.51,8.56,5.3,17569
414,415,1.01,Ideal,G,VS2,62.7,54.0,6.43,6.47,4.04,6937
415,416,1.03,Very Good,F,SI2,61.1,59.0,6.51,6.58,4.0,4218
416,417,0.7,Very Good,E,SI1,61.2,57.0,5.68,5.73,3.49,2753
417,418,0.3,Premium,G,VS2,61.6,60.0,4.33,4.28,2.65,675
418,419,1.51,Ideal,F,VS2,62.2,53.0,7.35,7.31,4.56,13771
419,420,0.3,Premium,F,VS1,60.5,60.0,4.29,4.31,2.6,658
420,421,0.71,Ideal,I,VVS1,62.3,56.0,5.7,5.73,3.56,2606
421,422,0.36,Ideal,D,VS2,61.3,55.0,4.58,4.62,2.82,928
422,423,0.9,Ideal,G,SI2,,56.0,6.14,6.19,3.85,3500
423,424,0.35,Premium,J,VS1,62.4,58.0,5.67,5.64,3.53,949
424,425,0.7,Very Good,H,SI1,62.6,57.0,5.64,5.7,3.55,1830
425,426,1.0,Premium,I,SI1,62.2,62.0,6.39,6.33,3.96,3360
426,427,0.3,Ideal,G,SI1,62.2,57.0,4.26,4.29,2.66,477
427,428,0.9,Good,I,SI2,60.9,63.0,6.13,6.21,3.76,2680
428,429,1.02,Fair,D,SI1,70.6,57.0,6.08,6.01,4.27,4398
429,430,0.26,Very Good,I,SI1,59.2,60.0,4.2,4.24,2.5,445
430,431,0.33,Ideal,D,VS1,61.7,55.0,4.48,4.5,2.77,1007
431,432,0.51,Good,D,SI2,63.9,55.0,5.1,5.04,3.24,1268
432,433,1.2,Ideal,H,VS2,59.9,57.0,6.91,6.87,4.13,6487
433,434,0.25,Very Good,F,VVS1,62.2,56.0,4.02,4.03,2.5,633
434,435,0.51,Good,F,SI1,63.6,56.0,5.11,5.08,3.24,1312
435,436,0.9,Good,I,VVS2,62.9,61.0,6.1,6.14,3.85,3946
436,437,1.07,Very Good,D,SI1,61.8,61.0,6.54,6.57,4.05,5767
437,438,0.3,Ideal,E,SI2,62.1,54.0,4.32,4.35,2.69,401
438,439,2.01,Premium,J,VS2,60.5,60.0,8.13,8.09,4.91,13400
439,440,1.04,Premium,F,VVS2,59.2,58.0,6.68,6.66,3.95,8722
440,441,2.01,Very Good,J,SI1,59.3,62.0,8.15,8.2,4.85,12257
441,442,0.71,Very Good,H,SI1,,57.0,5.65,5.61,3.55,2207
442,443,0.5,Very Good,D,VS2,63.8,56.0,5.05,5.08,3.23,1580
443,444,0.59,Premium,E,SI1,61.8,60.0,5.39,5.33,3.31,1789
444,445,1.0,Ideal,D,SI1,60.2,57.0,6.48,6.54,3.92,4774
445,446,0.31,Ideal,D,VS2,61.8,57.0,4.38,4.36,2.7,942
446,447,0.7,Good,F,VS1,59.4,62.0,5.71,5.76,3.4,2759
447,448,0.51,Very Good,H,VS1,60.7,56.0,5.18,5.21,3.16,1628
448,449,1.52,Premium,H,SI2,62.6,60.0,7.34,7.3,4.58,6086
449,450,0.91,Very Good,E,SI2,62.8,61.0,6.07,6.09,3.82,3703
450,451,0.95,Premium,G,SI2,59.7,61.0,6.35,6.27,3.77,3830
451,452,0.7,Very Good,D,SI1,62.6,57.0,5.67,5.7,3.56,2726
452,453,0.53,Premium,E,SI1,61.8,60.0,5.21,5.18,3.21,2099
453,454,1.71,Premium,G,SI1,60.6,58.0,7.79,7.75,4.71,13666
454,455,0.93,Premium,G,VS1,62.1,59.0,6.21,6.16,3.84,4793
455,456,0.61,Ideal,E,VS2,61.3,55.0,5.48,5.45,3.35,2373
456,457,1.01,Premium,G,SI1,61.5,59.0,6.48,6.43,3.97,5006
457,458,1.01,Ideal,G,SI1,62.3,57.0,6.41,6.36,3.98,4694
458,459,0.7,Ideal,E,VS1,60.5,56.0,5.78,5.83,3.51,3419
459,460,2.48,Ideal,I,SI2,62.3,57.0,8.64,8.58,5.36,12883
460,461,1.04,Premium,E,SI2,62.4,57.0,6.51,6.43,4.04,4892
461,462,1.06,Ideal,H,SI1,60.8,54.0,6.64,6.61,4.03,4602
462,463,0.44,Very Good,E,SI1,62.9,58.0,4.85,4.88,3.06,810
463,464,0.9,Very Good,H,VS2,62.6,59.0,6.07,6.16,3.83,5502
464,465,1.52,Ideal,H,VS1,60.1,60.0,7.54,7.51,4.52,11946
465,466,0.31,Ideal,H,VVS1,62.6,53.0,4.35,4.41,2.74,687
466,467,1.13,Very Good,H,SI1,60.1,60.0,6.73,6.77,4.06,4959
467,468,0.91,Good,D,SI2,64.1,62.0,6.06,6.01,3.87,3349
468,469,0.53,Good,G,SI1,63.8,56.0,5.14,5.18,3.29,1268
469,470,0.31,Ideal,E,VS1,62.1,54.2,4.31,4.35,2.69,726
470,471,1.28,Ideal,H,SI2,61.8,57.0,7.0,6.97,4.32,5676
471,472,1.51,Ideal,G,VS1,61.9,57.0,7.37,7.34,4.55,14674
472,473,0.41,Premium,F,VVS2,61.0,59.0,4.82,4.79,2.93,1192
473,474,0.28,Ideal,F,VS2,61.8,54.0,4.18,4.23,2.6,490
474,475,1.23,Premium,H,VS2,59.3,58.0,7.0,6.94,4.13,5979
475,476,0.36,Ideal,H,IF,61.9,57.0,4.6,4.55,2.83,1013
476,477,2.03,Very Good,I,VS1,63.2,60.0,8.01,7.98,5.05,15086
477,478,0.55,Ideal,E,SI1,60.9,56.0,5.32,5.28,3.23,1556
478,479,0.92,Very Good,F,SI1,62.2,55.0,6.19,6.26,3.87,4621
479,480,1.7,Very Good,I,SI1,63.1,57.0,7.51,7.46,4.72,10341
480,481,0.58,Ideal,F,VVS2,61.8,56.0,5.36,5.39,3.32,2395
481,482,0.31,Ideal,F,VVS2,62.4,55.0,4.33,4.36,2.71,761
482,483,1.27,Ideal,G,VVS1,61.7,56.0,6.9,7.03,4.3,10805
483,484,1.27,Premium,I,SI1,62.3,56.0,6.93,6.85,4.29,5547
484,485,1.11,Ideal,J,VS2,61.7,54.0,6.64,6.69,4.11,5051
485,486,1.52,Premium,E,SI1,62.5,59.0,7.33,7.26,4.56,12418
486,487,0.93,Ideal,I,SI1,62.5,55.0,6.23,6.29,3.91,3856
487,488,0.31,Ideal,G,VVS2,62.1,56.0,4.32,4.35,2.69,707
488,489,0.83,Very Good,D,IF,59.7,53.0,6.14,6.23,3.69,7889
489,490,1.22,Premium,H,SI1,60.6,60.0,6.92,6.85,4.17,6387
490,491,0.32,Ideal,E,VS2,62.3,56.0,4.41,4.38,2.74,900
491,492,0.4,Very Good,E,SI1,62.8,59.0,4.67,4.7,2.94,707
492,493,0.7,Very Good,G,VVS2,60.8,57.0,5.72,5.76,3.49,2931
493,494,1.43,Fair,I,VS1,50.8,60.0,7.73,7.25,3.93,6727
494,495,0.58,Ideal,D,SI2,61.2,57.0,5.38,5.41,3.3,1436
495,496,0.81,Premium,G,SI2,59.0,57.0,6.14,6.1,3.61,2274
496,497,0.4,Ideal,F,SI1,62.1,57.0,4.69,4.65,2.9,882
497,498,0.55,Ideal,E,VS2,61.4,56.0,5.26,5.32,3.25,1667
498,499,1.16,Very Good,H,SI2,61.8,58.0,6.75,6.81,4.19,4785
499,500,1.04,Premium,H,SI2,62.4,58.0,6.49,6.4,4.02,3611
500,501,0.71,Premium,G,SI1,58.9,62.0,5.85,5.79,3.43,2181
501,502,0.91,Very Good,F,VS2,60.8,57.0,6.24,6.25,3.8,4606
502,503,0.3,Ideal,F,VS1,61.7,56.0,4.32,4.34,2.67,570
503,504,0.7,Fair,G,SI1,61.6,66.0,5.62,5.57,3.45,1995
504,505,0.7,Very Good,G,SI2,60.6,58.0,5.72,5.77,3.48,2057
505,506,1.01,Very Good,H,SI2,63.9,56.0,6.29,6.38,4.05,4023
506,507,1.5,Premium,D,I1,61.7,62.0,7.28,7.24,4.48,6300
507,508,0.52,Ideal,E,VS2,61.5,56.0,5.17,5.14,3.17,1767
508,509,0.36,Ideal,D,SI2,62.3,57.0,4.57,4.52,2.83,689
509,510,1.1,Very Good,F,VS2,,59.0,6.56,6.6,4.08,6708
510,511,1.01,Very Good,I,SI2,63.5,57.0,6.35,6.37,4.04,4244
511,512,0.3,Premium,G,SI1,62.6,57.0,4.34,4.25,2.69,574
512,513,0.38,Very Good,F,SI2,,61.0,4.61,4.67,2.83,600
513,514,0.3,Ideal,F,VS2,62.0,54.0,4.31,4.34,2.68,605
514,515,1.53,Ideal,I,VS2,61.7,57.0,7.36,7.41,4.56,9189
515,516,1.52,Premium,F,VS2,59.4,55.0,7.52,7.46,4.45,14388
516,517,1.01,Fair,D,VVS2,65.4,57.0,6.2,6.16,4.04,8716
517,518,0.45,Good,F,VS1,58.6,62.2,5.0,5.05,2.95,1144
518,519,0.32,Ideal,G,VVS1,60.3,58.0,4.44,4.48,2.69,779
519,520,0.26,Ideal,E,VVS2,62.2,56.0,4.12,4.15,2.57,599
520,521,0.31,Very Good,F,VS2,63.4,56.0,4.34,4.31,2.74,802
521,522,0.3,Ideal,H,VVS1,61.3,57.0,4.32,4.36,2.66,665
522,523,0.42,Good,E,SI1,63.6,61.0,4.73,4.7,3.0,945
523,524,1.04,Ideal,F,SI1,59.9,56.0,6.64,6.58,3.96,4403
524,525,0.56,Ideal,F,VS2,61.0,55.0,5.33,5.35,3.26,1708
525,526,1.05,Ideal,G,VS2,61.6,56.0,6.52,6.56,4.03,6837
526,527,0.9,Very Good,G,VS1,62.3,60.0,6.0,6.08,3.76,4540
527,528,1.09,Premium,H,VS1,60.2,59.0,6.71,6.67,4.03,5860
528,529,1.0,Premium,H,VS2,61.3,61.0,6.44,6.38,3.93,5096
529,530,1.22,Premium,E,SI2,60.5,60.0,6.93,6.89,4.18,4974
530,531,1.12,Ideal,G,SI1,62.0,55.0,6.68,6.65,4.13,5551
531,532,0.73,Ideal,F,VS1,61.2,57.0,5.79,5.84,3.56,3797
532,533,0.9,Very Good,D,SI1,62.7,56.0,6.12,6.16,3.85,4381
533,534,0.71,Ideal,G,VVS2,60.7,57.0,5.81,5.78,3.52,2843
534,535,0.32,Good,E,VS1,59.5,64.0,4.42,4.45,2.64,756
535,536,0.39,Ideal,F,VS2,60.0,57.0,4.76,4.7,2.84,1053
536,537,1.22,Premium,I,VS2,60.3,59.0,6.93,6.87,4.16,6217
537,538,1.01,Very Good,I,SI1,60.9,63.0,6.51,6.43,3.94,2323
538,539,1.5,Good,E,SI2,61.5,65.0,7.21,7.17,4.42,6300
539,540,1.22,Premium,E,SI1,62.3,59.0,6.8,6.74,4.22,7395
540,541,0.57,Ideal,E,SI1,62.2,57.0,5.33,5.31,3.31,1613
541,542,1.06,Premium,E,VS2,61.3,58.0,6.56,6.52,4.01,7408
542,543,0.3,Ideal,F,IF,62.3,55.0,4.29,4.31,2.68,886
543,544,0.38,Very Good,D,SI1,58.9,61.0,4.75,4.79,2.81,733
544,545,0.5,Very Good,I,SI1,62.8,60.0,5.04,5.08,3.18,1054
545,546,0.5,Ideal,H,SI2,62.4,55.0,5.09,5.11,3.18,964
546,547,1.12,Good,F,VS2,63.8,57.0,6.59,6.61,4.21,6925
547,548,1.59,Premium,H,VVS2,63.0,58.0,7.48,7.43,4.7,12409
548,549,0.35,Ideal,F,SI1,62.4,55.0,4.55,4.52,2.83,748
549,550,0.59,Premium,H,SI1,62.9,60.0,5.34,5.24,3.33,1265
550,551,0.52,Ideal,G,VS1,61.2,56.0,5.19,5.23,3.19,1803
551,552,0.62,Ideal,D,VS2,61.2,56.0,5.49,5.52,3.37,2243
552,553,1.04,Very Good,G,VS2,61.9,57.0,6.46,6.5,4.01,6177
553,554,2.16,Premium,J,VVS1,61.5,58.0,8.36,8.26,5.11,17891
554,555,0.41,Ideal,E,SI1,62.7,57.0,4.74,4.77,2.98,755
555,556,1.61,Ideal,I,VS2,62.5,57.0,7.49,7.43,4.66,10098
556,557,0.35,Ideal,E,SI2,61.4,56.0,4.55,4.51,2.78,630
557,558,1.25,Premium,F,VS2,61.5,60.0,6.93,6.89,4.25,8840
558,559,1.25,Ideal,G,VVS2,62.2,55.0,6.87,6.93,4.29,10983
559,560,0.7,Very Good,F,VS1,62.4,56.0,5.62,5.7,3.53,2604
560,561,1.06,Premium,I,SI2,61.5,57.0,6.57,6.49,4.02,2968
561,562,0.91,Ideal,J,VS1,61.9,56.0,6.19,6.22,3.85,3863
562,563,0.9,Ideal,I,SI2,62.0,56.0,6.2,6.16,3.83,2948
563,564,0.96,Good,H,SI2,56.7,62.0,6.51,6.39,3.66,3611
564,565,0.8,Ideal,H,SI2,62.4,57.0,5.91,5.83,3.66,2122
565,566,1.01,Very Good,G,IF,63.0,60.0,6.31,6.35,3.99,7974
566,567,1.51,Good,J,VS2,64.0,58.0,7.24,7.27,4.64,6936
567,568,2.03,Premium,D,SI2,61.7,58.0,8.14,8.1,5.01,13229
568,569,1.21,Premium,F,SI1,61.1,61.0,6.78,6.74,4.13,5720
569,570,0.35,Very Good,H,SI1,63.3,54.0,4.53,4.51,2.86,647
570,571,1.0,Very Good,E,VS1,63.0,58.0,6.29,6.38,3.99,7676
571,572,0.52,Ideal,E,VS2,61.2,56.0,5.16,5.23,3.18,1689
572,573,0.39,Premium,D,VS2,,59.0,4.76,4.74,2.86,1024
573,574,0.31,Ideal,G,VVS1,61.8,54.0,4.39,4.41,2.72,789
574,575,1.39,Premium,H,SI1,62.7,58.0,7.15,7.08,4.46,7986
575,576,0.36,Premium,I,IF,59.9,59.0,4.58,4.63,2.76,758
576,577,1.23,Ideal,H,SI1,62.3,57.0,6.85,6.89,4.28,5938
577,578,0.42,Ideal,G,VS1,61.2,54.0,4.82,4.86,2.96,921
578,579,0.42,Premium,I,SI1,62.6,58.0,4.76,4.8,2.99,626
579,580,1.5,Good,H,I1,64.0,56.0,7.18,7.05,4.56,4022
580,581,0.3,Ideal,D,SI1,62.1,56.0,4.3,4.33,2.68,552
581,582,1.14,Ideal,G,VVS2,61.0,56.0,6.74,6.76,4.12,9013
582,583,0.39,Premium,D,VS1,61.7,59.0,4.69,4.64,2.88,1123
583,584,0.31,Good,G,VS1,63.8,57.0,4.29,4.33,2.75,625
584,585,0.38,Ideal,D,VVS2,61.5,57.0,4.67,4.63,2.86,1257
585,586,0.42,Ideal,H,SI1,61.7,55.0,4.84,4.85,2.99,885
586,587,0.35,Very Good,G,VS2,60.2,60.0,4.54,4.6,2.75,658
587,588,0.3,Premium,G,VS1,62.3,59.0,4.3,4.27,2.67,776
588,589,0.52,Premium,H,SI1,62.6,55.0,5.16,5.12,3.22,1219
589,590,0.5,Very Good,J,VS1,61.4,57.8,5.09,5.14,3.15,1034
590,591,0.72,Ideal,G,VVS2,61.0,56.0,5.8,5.84,3.55,3295
591,592,1.5,Premium,H,SI2,60.8,58.0,7.39,7.34,4.48,8148
592,593,1.04,Very Good,D,SI1,63.4,55.0,6.41,6.46,4.08,5557
593,594,0.53,Ideal,H,VVS1,61.3,56.0,5.21,5.23,3.2,1781
594,595,0.4,Very Good,D,VS1,62.9,55.0,4.73,4.77,2.99,1004
595,596,0.74,Premium,D,SI1,60.6,60.0,5.88,5.84,3.55,2655
596,597,1.3,Ideal,G,VS1,62.4,56.0,7.03,6.95,4.36,6928
597,598,0.7,Ideal,J,SI1,62.6,56.0,5.66,5.68,3.55,1937
598,599,0.9,Fair,I,VVS2,67.0,56.0,5.91,5.83,3.93,3074
599,600,0.7,Ideal,I,VVS1,62.3,55.0,5.7,5.64,3.53,2536
600,601,0.59,Very Good,G,SI1,63.0,57.0,5.35,5.38,3.38,1412
601,602,0.35,Ideal,F,VVS2,60.8,55.0,4.58,4.61,2.79,872
602,603,0.3,Ideal,E,VS2,62.6,54.0,4.31,4.28,2.69,844
603,604,0.7,Very Good,D,SI1,62.1,56.0,5.65,5.69,3.52,2686
604,605,1.01,Ideal,J,VS2,62.3,55.0,6.4,6.44,4.0,4425
605,606,1.0,Very Good,D,SI2,63.5,59.0,6.35,6.32,4.02,4295
606,607,0.53,Ideal,G,VVS2,60.4,56.0,5.24,5.29,3.18,1948
607,608,0.54,Ideal,D,VS1,61.4,57.0,5.21,5.24,3.21,2039
608,609,0.42,Very Good,G,VS1,59.4,59.0,4.86,4.9,2.9,921
609,610,1.52,Good,G,SI1,64.4,59.0,7.18,7.25,4.65,9368
610,611,2.04,Premium,F,SI2,60.2,58.0,8.17,8.24,4.94,18066
611,612,1.05,Fair,F,SI2,66.0,60.0,6.3,6.22,4.13,3615
612,613,0.33,Ideal,E,VS2,,55.0,4.48,4.46,2.74,928
613,614,1.51,Good,I,SI2,63.6,60.0,7.27,7.23,4.61,7957
614,615,0.32,Ideal,G,VVS1,61.9,56.0,4.4,4.39,2.72,1080
615,616,1.0,Ideal,F,VS1,61.9,57.0,6.41,6.39,3.96,7526
616,617,1.01,Premium,E,SI2,60.0,61.0,6.53,6.47,3.9,4921
617,618,0.39,Premium,F,VS2,62.4,58.0,4.65,4.61,2.89,1053
618,619,1.0,Premium,E,SI1,61.1,60.0,6.47,6.42,3.94,5174
619,620,0.39,Ideal,E,VS2,61.4,56.0,4.68,4.74,2.89,796
620,621,0.7,Very Good,F,VS2,59.5,58.0,5.75,5.85,3.45,2812
621,622,0.9,Ideal,E,VS1,61.7,56.0,6.19,6.22,3.83,6230
622,623,1.0,Good,J,VS2,58.7,61.0,6.5,6.52,3.82,3769
623,624,0.58,Premium,D,VS1,59.2,60.0,5.46,5.41,3.22,2401
624,625,0.3,Ideal,G,IF,61.0,56.0,4.34,4.37,2.65,844
625,626,1.51,Premium,F,VS2,61.1,59.0,7.37,7.32,4.49,14294
626,627,1.01,Premium,F,VVS1,62.8,58.0,6.39,6.35,4.0,9412
627,628,0.35,Very Good,E,VS1,62.3,60.0,4.5,4.52,2.81,829
628,629,1.01,Very Good,G,VS2,61.9,58.0,6.37,6.42,3.96,6047
629,630,0.7,Ideal,J,VS2,61.9,57.0,5.65,5.69,3.51,1974
630,631,0.62,Premium,F,VS2,62.3,60.0,5.46,5.39,3.38,2009
631,632,1.51,Premium,H,SI1,60.7,59.0,7.43,7.39,4.5,10020
632,633,2.01,Premium,J,SI2,62.8,58.0,8.09,8.0,5.05,12407
633,634,0.35,Fair,F,VVS1,54.6,59.0,4.85,4.79,2.63,1011
634,635,0.91,Premium,F,SI2,61.4,60.0,6.21,6.23,3.82,3682
635,636,0.43,Premium,D,VS2,60.2,59.0,4.92,4.88,2.95,1129
636,637,1.22,Premium,H,VS2,62.7,59.0,6.82,6.81,4.27,6184
637,638,1.01,Premium,F,SI1,62.2,59.0,6.41,6.36,3.97,5345
638,639,0.59,Ideal,H,SI2,61.9,55.0,5.37,5.39,3.33,1292
639,640,1.11,Good,E,SI2,,60.0,6.76,6.83,3.96,4532
640,641,0.52,Very Good,J,SI1,62.5,59.0,5.14,5.16,3.22,1019
641,642,0.23,Premium,D,VVS2,59.6,61.0,4.03,3.99,2.39,640
642,643,1.33,Premium,G,VS1,62.7,58.0,6.96,7.01,4.38,9699
643,644,0.5,Ideal,D,SI1,60.9,57.0,5.18,5.14,3.14,1654
644,645,0.29,Very Good,F,VVS2,60.8,63.0,4.28,4.31,2.61,592
645,646,0.41,Premium,G,VS2,61.6,58.0,4.73,4.78,2.93,827
646,647,0.71,Good,J,VS1,63.3,55.0,5.62,5.66,3.57,1881
647,648,0.73,Premium,G,VS1,61.4,58.0,5.82,5.77,3.56,2841
648,649,1.51,Premium,J,VS2,62.3,59.0,7.31,7.35,4.57,7418
649,650,1.04,Ideal,E,SI2,61.4,56.0,6.56,6.5,4.01,4892
650,651,2.01,Good,G,SI2,63.6,59.0,7.97,7.9,5.05,11096
651,652,0.41,Fair,G,VVS2,64.7,56.0,4.68,4.72,3.04,833
652,653,0.37,Fair,D,IF,61.2,57.0,4.68,4.73,2.88,1440
653,654,1.23,Premium,E,SI1,59.2,62.0,7.05,7.0,4.16,7274
654,655,0.36,Ideal,G,SI1,61.8,55.0,4.58,4.61,2.84,725
655,656,1.2,Premium,G,VS2,62.1,61.0,6.74,6.68,4.17,7728
656,657,0.33,Very Good,D,VVS2,59.5,56.0,4.51,4.56,2.7,933
657,658,0.6,Ideal,D,VS2,61.5,55.0,5.42,5.45,3.34,2325
658,659,0.91,Premium,H,SI1,63.0,57.0,6.19,6.1,3.87,3033
659,660,0.33,Ideal,F,VS2,60.5,55.0,4.55,4.47,2.73,854
660,661,0.32,Good,E,VS1,60.3,64.0,4.42,4.44,2.67,756
661,662,0.7,Very Good,D,VS1,61.2,56.0,5.68,5.75,3.5,3567
662,663,1.35,Premium,J,SI1,61.1,61.0,7.13,7.1,4.35,5715
663,664,0.71,Premium,I,VS1,61.9,58.0,5.76,5.71,3.55,2104
664,665,0.92,Premium,D,SI2,62.5,59.0,6.24,6.2,3.89,3550
665,666,0.7,Premium,H,SI1,61.3,58.0,5.71,5.74,3.51,2155
666,667,0.45,Good,G,VS1,60.7,60.4,4.94,4.98,3.01,1246
667,668,1.6,Premium,J,SI1,62.2,58.0,7.48,7.54,4.67,7550
668,669,1.5,Very Good,G,VVS2,60.9,56.0,7.34,7.37,4.48,12798
669,670,3.04,Very Good,I,SI2,63.2,59.0,9.14,9.07,5.75,15354
670,671,1.61,Ideal,G,VS2,62.2,56.0,7.57,7.5,4.69,9521
671,672,1.0,Very Good,F,VS2,62.9,55.0,6.34,6.38,4.0,6352
672,673,1.02,Very Good,E,VS1,58.9,59.0,6.52,6.65,3.88,7253
673,674,1.57,Ideal,H,VS1,62.2,55.0,7.44,7.49,4.64,12810
