id,carat,cut,color,clarity,depth,table,x,y,z,price
7297,1.21,Good,J,IF,62.1,60.0,6.81,6.87,4.25,6299
14857,0.9,Premium,E,SI1,61.9,58.0,6.17,6.1,3.8,4209
10876,0.53,Premium,F,VS2,61.4,60.0,5.18,5.21,3.19,1631
1176,0.7,Very Good,E,SI2,61.5,56.0,5.71,5.73,3.52,2298
10018,1.0,Good,D,VS2,65.7,55.0,6.17,6.22,4.07,6163
23814,0.31,Very Good,J,VS2,62.3,60.0,4.29,4.34,2.69,380
15095,1.04,Premium,E,VS1,58.6,59.0,6.68,6.64,3.9,6765
9562,1.03,Ideal,G,SI2,62.1,57.0,6.44,6.42,3.99,4470
7916,1.28,Premium,G,VS2,62.1,60.0,6.95,6.89,4.3,8139
22688,1.11,Premium,G,VS2,60.8,58.0,6.7,6.65,4.06,6713
17406,1.22,Premium,I,SI2,61.5,61.0,6.89,6.83,4.22,4735
23777,0.43,Very Good,D,SI2,63.3,57.0,4.82,4.79,3.04,858
12250,1.21,Premium,J,VS1,,60.0,6.99,6.9,4.13,5556
25679,0.38,Very Good,G,VVS2,61.5,57.0,4.66,4.68,2.87,853
5835,1.01,Very Good,J,SI1,62.8,57.0,6.37,6.41,4.01,3998
2556,0.71,Premium,D,SI1,60.6,58.0,5.79,5.77,3.5,2863
8668,1.0,Premium,H,VVS2,61.4,59.0,6.49,6.45,3.97,5914
4902,1.1,Premium,I,SI1,61.2,61.0,6.66,6.61,4.01,4725
1214,0.71,Very Good,D,VS1,62.0,61.0,5.71,5.74,3.55,3420
11326,0.72,Ideal,D,SI1,60.8,57.0,5.75,5.76,3.5,2757
1042,0.53,Premium,H,IF,,59.0,5.15,5.18,3.23,1957
22479,1.01,Premium,F,VS2,59.3,62.0,6.48,6.44,3.83,6533
5952,0.58,Very Good,G,VS2,63.2,58.0,5.36,5.28,3.36,1336
6541,1.11,Ideal,E,SI2,62.8,55.0,6.62,6.6,4.15,5004
18460,0.41,Ideal,G,SI2,61.7,56.0,4.79,4.81,2.96,648
7085,1.57,Ideal,J,SI1,62.0,55.6,7.43,7.47,4.62,8035
13395,1.79,Premium,H,VS1,62.6,56.0,7.81,7.76,4.87,14904
9311,0.4,Good,E,SI1,63.5,56.0,4.67,4.72,2.98,737
26593,0.73,Very Good,I,VVS1,61.9,57.0,5.75,5.79,3.57,2623
2411,0.4,Ideal,G,VS2,62.9,56.0,4.72,4.69,2.96,1035
23544,0.5,Ideal,H,SI1,61.3,56.0,5.12,5.16,3.15,1666
21559,1.01,Premium,E,SI1,59.0,59.0,6.6,6.56,3.88,5226
23961,1.29,Premium,H,VS2,61.2,60.0,7.03,6.95,4.28,7153
24911,1.2,Ideal,I,VS2,63.2,59.0,6.73,6.68,4.24,5699
3362,0.31,Premium,D,VS1,59.6,58.0,4.41,4.38,2.62,877
19246,1.26,Ideal,H,SI2,62.0,55.0,6.9,6.97,4.29,6239
16080,0.4,Very Good,G,SI1,62.8,60.0,4.66,4.7,2.94,702
17788,0.8,Ideal,E,VS2,62.2,55.0,5.95,5.98,3.71,4126
9079,1.5,Good,J,VS2,59.6,60.0,7.31,7.38,4.38,7368
4186,0.41,Very Good,D,SI2,63.1,54.0,4.75,4.72,2.99,818
4820,1.0,Good,E,SI2,63.7,61.0,6.27,6.32,4.01,3819
3829,0.71,Ideal,E,SI1,61.3,57.0,5.81,5.78,3.55,2704
17335,1.25,Ideal,D,VS1,61.7,56.0,6.92,7.01,4.3,10441
23548,0.37,Very Good,E,VVS2,59.7,61.0,4.67,4.71,2.8,844
16878,1.01,Ideal,J,VS2,61.3,57.0,6.47,6.54,3.99,4486
25787,0.57,Good,F,VS1,58.3,61.0,5.49,5.54,3.21,1741
4960,0.33,Ideal,I,IF,61.4,56.0,4.45,4.41,2.72,891
6753,0.57,Ideal,H,VVS1,60.9,56.0,5.36,5.38,3.27,1949
3662,0.3,Premium,D,VS2,60.7,60.0,4.33,4.37,2.64,710
22337,0.3,Premium,E,VS2,59.1,58.0,4.39,4.37,2.59,844
10891,0.36,Ideal,H,VS2,62.1,55.0,4.57,4.58,2.84,568
25120,0.55,Ideal,G,VVS1,60.0,56.0,5.35,5.39,3.21,2077
25569,0.48,Ideal,G,VVS2,62.0,57.0,5.01,5.04,3.11,1574
17567,0.31,Fair,F,VVS2,56.9,59.0,4.45,4.48,2.54,757
19719,0.42,Ideal,J,VS2,61.3,57.0,4.79,4.86,2.96,680
15930,0.25,Ideal,G,VVS2,,54.0,4.05,4.08,2.52,525
26276,0.31,Ideal,D,SI2,62.0,56.0,4.35,4.33,2.69,593
21120,0.31,Ideal,E,VVS2,61.6,55.0,4.38,4.35,2.69,1046
12482,0.39,Fair,G,IF,,61.0,4.83,4.88,2.77,1127
3989,1.01,Very Good,E,VVS2,63.4,56.0,6.32,6.37,4.02,9642
23707,0.52,Ideal,E,VS2,61.7,57.0,5.1,5.17,3.17,1576
4068,0.32,Ideal,E,VVS2,62.0,55.0,4.38,4.4,2.72,842
25483,0.31,Premium,D,VS2,61.2,59.0,4.32,4.37,2.66,734
20583,0.32,Ideal,D,VVS1,61.8,56.0,4.39,4.41,2.72,1067
5261,0.43,Ideal,H,IF,62.2,55.0,4.87,4.84,3.02,1304
376,0.33,Very Good,F,VVS2,61.6,57.0,4.44,4.46,2.74,801
14171,1.32,Very Good,H,SI1,62.3,57.0,7.04,6.99,4.37,7270
21561,1.22,Premium,G,SI1,61.8,58.0,6.88,6.82,4.23,6777
1629,0.3,Very Good,F,VS1,61.5,56.0,4.31,4.34,2.66,654
16166,0.34,Very Good,D,SI1,62.0,59.0,4.42,4.48,2.76,626
8664,0.3,Good,G,VS2,63.9,55.0,4.28,4.27,2.73,675
21472,0.37,Ideal,I,IF,61.4,55.0,4.65,4.67,2.86,754
9981,1.5,Very Good,E,SI2,62.1,59.0,7.26,7.33,4.53,9548
22097,0.37,Premium,G,SI1,60.0,57.0,4.7,4.67,2.81,708
8928,1.58,Ideal,E,VS1,62.6,56.0,7.41,7.44,4.65,17894
24773,0.51,Ideal,H,IF,62.6,56.0,5.1,5.13,3.2,1920
22405,2.11,Very Good,G,SI2,62.2,60.0,8.15,8.19,5.08,16188
13313,0.78,Very Good,E,SI2,60.0,63.0,5.99,5.95,3.58,2512
14562,1.24,Premium,H,VS2,62.8,57.0,6.83,6.79,4.28,5305
392,0.5,Ideal,H,VS1,61.1,56.0,5.1,5.14,3.13,1637
20739,1.71,Premium,J,SI1,62.9,58.0,7.64,7.58,4.79,8848
15287,1.09,Ideal,G,VS2,62.2,55.0,6.61,6.65,4.13,7961
16874,0.4,Very Good,G,VS1,63.4,56.0,4.72,4.68,2.98,1005
3119,0.4,Premium,E,VS1,61.2,59.0,4.76,4.72,2.9,1125
6841,1.09,Very Good,G,VS2,59.9,56.0,6.59,6.73,3.99,5783
7508,0.24,Ideal,F,VS1,62.7,54.0,3.99,4.02,2.51,572
689,0.27,Ideal,H,VVS2,62.1,57.0,4.15,4.1,2.56,623
19455,0.74,Ideal,F,VS1,62.0,54.0,5.85,5.81,3.62,3694
14793,1.09,Good,H,VVS2,58.8,61.0,6.72,6.78,3.97,6651
25365,0.56,Very Good,G,VS1,60.5,59.0,5.26,5.31,3.2,1819
704,0.5,Good,I,VS2,60.4,64.0,5.12,5.08,3.08,1047
21288,1.5,Fair,G,SI1,64.5,57.0,7.15,7.09,4.59,10352
15734,0.52,Very Good,E,VS2,62.8,55.0,5.11,5.15,3.22,1621
13661,0.7,Very Good,F,VVS1,63.0,60.0,5.59,5.62,3.53,3261
8529,1.16,Premium,G,SI1,62.5,58.0,6.73,6.68,4.19,6132
14570,0.72,Good,H,SI2,57.9,58.0,5.98,5.91,3.44,2056
17181,1.2,Very Good,G,VVS1,63.3,59.0,6.72,6.64,4.23,8928
20899,0.4,Very Good,H,VS1,61.3,59.0,4.79,4.74,2.92,818
6437,0.38,Ideal,E,VS1,62.2,55.0,4.63,4.67,2.89,866
26542,0.31,Ideal,G,IF,61.0,56.0,4.38,4.37,2.67,988
4844,0.5,Good,E,SI1,65.5,56.0,4.9,4.99,3.24,1136
18370,0.34,Ideal,G,VVS2,61.1,57.0,4.48,4.52,2.75,775
2152,1.34,Very Good,G,VS2,60.7,59.0,7.04,7.07,4.28,9127
8289,1.25,Premium,J,VS2,62.2,59.0,6.88,6.86,4.27,5396
20885,0.7,Premium,E,SI1,60.0,62.0,5.79,5.75,3.46,2444
18356,0.7,Premium,D,VS2,60.9,57.0,5.71,5.69,3.47,2909
10634,1.02,Good,F,VS1,62.6,54.3,6.41,6.45,4.02,8011
1239,1.24,Ideal,G,VS1,,55.0,6.85,6.89,4.25,10946
3084,0.3,Very Good,H,VVS1,62.6,60.0,4.21,4.26,2.65,684
622,0.9,Ideal,E,VS1,61.7,56.0,6.19,6.22,3.83,6230
13876,0.33,Premium,H,VS1,61.9,58.0,4.45,4.43,2.75,743
3952,1.0,Very Good,J,SI2,62.8,63.0,6.26,6.19,3.19,3293
4779,0.41,Very Good,G,SI1,63.4,57.0,4.73,4.7,2.99,861
18906,1.0,Premium,H,SI2,60.2,61.0,6.48,6.44,3.89,3920
20874,1.2,Premium,H,SI2,62.3,58.0,6.76,6.81,4.23,5280
14878,0.72,Premium,G,SI2,61.6,55.0,5.79,5.76,3.56,2364
7097,0.56,Ideal,G,VS2,60.6,57.0,5.36,5.33,3.24,1698
15203,0.51,Premium,E,VVS2,62.1,57.0,5.18,5.15,3.21,2185
4519,1.1,Very Good,G,VVS1,,60.0,6.59,6.67,4.07,9257
24573,0.9,Good,E,SI1,58.1,64.0,6.26,6.28,3.64,3884
7514,0.31,Ideal,D,VS2,61.2,55.0,4.39,4.37,2.68,942
6641,0.56,Premium,E,VS2,61.8,59.0,5.27,5.34,3.28,1819
10348,0.7,Premium,D,SI2,59.3,59.0,5.79,5.74,3.42,2562
6136,1.5,Fair,H,SI2,64.6,59.0,7.2,7.11,4.62,6250
21529,0.42,Very Good,H,SI1,63.2,58.0,4.79,4.77,3.02,898
3485,1.05,Ideal,F,VVS2,61.5,57.0,6.51,6.57,4.02,9138
19984,0.3,Very Good,G,VVS2,61.8,59.0,4.22,4.26,2.62,684
19215,0.9,Premium,G,SI1,62.2,60.0,6.1,6.16,3.81,3734
19044,0.44,Ideal,H,IF,61.9,54.0,4.9,4.95,3.05,1177
15154,0.82,Good,E,SI2,61.8,56.0,5.95,5.99,3.69,3050
24863,1.0,Very Good,F,SI1,61.4,62.0,6.32,6.36,3.89,4851
11011,0.55,Ideal,E,SI1,,56.0,5.23,5.26,3.27,1551
4319,1.71,Very Good,D,SI2,63.5,59.0,7.57,7.59,4.81,11873
4553,0.3,Premium,H,VS1,61.4,59.0,4.33,4.3,2.65,675
268,0.38,Ideal,H,SI1,61.2,56.0,4.68,4.63,2.85,834
24962,1.0,Premium,F,SI2,60.2,58.0,6.47,6.42,3.88,3584
2330,2.05,Very Good,J,VS1,61.4,58.5,8.13,8.16,5.0,16641
13814,0.52,Premium,E,VS2,60.9,58.0,5.2,5.18,3.16,1646
4690,0.71,Fair,G,SI2,64.8,58.0,5.6,5.57,3.62,2055
9452,0.9,Very Good,D,SI2,62.9,59.0,6.06,6.15,3.84,3706
17134,0.41,Ideal,E,VS2,61.6,55.0,4.79,4.75,2.94,999
18279,0.41,Ideal,E,SI1,62.6,57.0,4.73,4.72,2.96,969
2818,1.23,Ideal,J,VS2,61.8,56.0,6.87,6.81,4.23,4986
1626,0.55,Ideal,E,SI1,60.1,57.0,5.36,5.38,3.22,1621
9470,2.39,Premium,H,SI1,60.6,58.0,8.65,8.58,5.22,16687
7146,0.38,Ideal,E,SI1,60.7,56.0,4.69,4.73,2.86,680
23708,1.04,Premium,E,VS2,61.1,59.0,6.56,6.54,4.0,7175
15727,0.32,Premium,E,SI1,61.9,59.0,4.36,4.39,2.71,561
23330,0.31,Ideal,E,VS2,61.6,57.0,4.38,4.35,2.69,872
20980,1.51,Premium,J,SI1,59.9,60.0,7.46,7.41,4.45,7822
5816,0.3,Ideal,F,IF,61.3,55.0,4.32,4.36,2.66,873
1890,0.42,Ideal,G,VS2,62.1,56.0,4.79,4.84,2.99,847
24586,0.61,Ideal,E,VVS2,61.3,54.0,5.51,5.59,3.4,2823
2390,1.11,Ideal,G,VVS2,61.8,56.0,6.66,6.69,4.12,9734
6059,1.06,Ideal,F,VS2,62.1,55.0,6.52,6.55,4.06,7334
1750,1.82,Very Good,G,SI2,61.3,58.0,7.83,7.94,4.83,11971
8602,1.7,Ideal,H,VS1,,57.0,7.57,7.47,4.72,14266
10957,0.47,Ideal,I,VS2,62.1,53.0,4.99,5.02,3.11,884
25455,1.0,Premium,J,VS2,60.3,58.0,6.49,6.44,3.9,3790
4467,0.34,Ideal,E,SI2,62.9,56.0,4.48,4.45,2.81,612
9078,0.32,Very Good,D,VS2,61.8,57.0,4.35,4.36,2.69,758
9896,0.38,Premium,F,VS2,61.9,59.0,4.66,4.61,2.87,1026
5350,0.31,Very Good,E,VVS1,60.0,56.0,4.45,4.49,2.68,1039
23963,0.42,Premium,D,SI2,60.8,59.0,4.83,4.77,2.92,898
7058,0.72,Ideal,H,VVS2,62.3,56.0,5.74,5.81,3.6,2752
25340,0.7,Premium,F,SI1,60.2,58.0,5.76,5.7,3.45,2319
20489,0.35,Premium,E,VS2,59.2,58.0,4.63,4.59,2.73,984
25214,0.4,Premium,D,SI1,60.9,60.0,4.74,4.78,2.9,689
11665,1.01,Good,G,SI1,63.3,59.0,6.24,6.31,3.97,4781
2416,0.38,Ideal,D,VS1,62.5,56.0,4.67,4.64,2.91,1140
18907,0.52,Ideal,H,VS2,61.8,56.0,5.19,5.16,3.2,1573
19544,0.51,Very Good,F,SI2,62.7,56.0,5.07,5.1,3.19,1100
11644,0.32,Premium,G,SI1,61.6,58.0,4.4,4.36,2.7,612
12616,1.01,Ideal,J,VS2,62.2,54.0,6.41,6.47,4.01,4443
19308,0.3,Very Good,I,VS1,63.5,57.0,4.29,4.24,2.71,608
7823,0.73,Premium,F,SI2,60.2,59.0,5.87,5.82,3.52,1971
981,0.43,Very Good,E,SI1,,56.0,4.82,4.8,3.05,894
5709,0.38,Good,G,VS1,63.9,60.0,4.59,4.52,2.91,962
23197,1.29,Premium,I,SI2,61.1,62.0,7.0,6.94,4.26,4291
17544,1.01,Fair,I,SI2,68.1,59.0,6.14,6.11,4.17,3054
23390,1.0,Good,G,VS2,63.7,59.0,6.38,6.33,4.05,5645
8215,0.51,Ideal,E,SI1,62.1,55.0,5.15,5.09,3.18,1546
13328,2.07,Ideal,J,SI2,62.5,56.0,8.18,8.08,5.08,12778
2704,1.5,Very Good,D,VS2,62.4,57.0,7.2,7.25,4.51,17153
8628,1.28,Premium,H,SI1,62.3,58.0,7.0,6.94,4.34,6946
7725,2.13,Premium,G,SI2,60.7,60.0,8.37,8.27,5.05,16931
2266,1.3,Ideal,H,SI2,,57.0,7.09,7.04,4.32,6552
3158,0.3,Good,E,VVS2,61.1,61.0,4.32,4.36,2.65,622
14308,0.39,Premium,J,VVS1,62.8,58.0,4.66,4.61,2.91,921
7335,1.01,Ideal,F,VS1,61.7,59.0,6.44,6.42,3.97,7056
14503,0.31,Very Good,D,SI1,62.1,58.0,4.3,4.33,2.68,571
10086,1.09,Premium,F,VS1,60.9,58.0,6.63,6.67,4.05,8057
253,0.36,Very Good,F,SI1,60.7,54.0,4.64,4.67,2.83,641
19661,1.16,Ideal,G,IF,62.3,55.0,6.79,6.73,4.21,10082
17057,0.4,Ideal,F,VS2,62.0,57.0,4.74,4.68,2.92,1080
8859,0.34,Premium,G,IF,62.3,59.0,4.46,4.49,2.79,1014
24406,0.33,Ideal,F,VS2,62.3,56.0,4.41,4.45,2.76,666
1462,1.57,Ideal,I,VS2,62.8,57.0,7.46,7.37,4.66,10462
16788,1.01,Ideal,G,VS2,60.6,57.0,6.47,6.53,3.94,6826
3233,1.11,Ideal,H,SI2,62.6,56.0,6.58,6.65,4.14,4719
24637,0.32,Very Good,E,SI1,63.4,56.0,4.34,4.31,2.74,672
16273,1.12,Ideal,G,VS2,60.9,56.0,6.7,6.74,4.09,8189
15187,0.71,Premium,I,VS1,62.5,61.0,5.68,5.64,3.54,2202
18424,0.39,Ideal,H,IF,61.9,55.6,4.68,4.7,2.91,1039
14674,0.9,Good,E,VS2,63.7,54.0,6.13,6.15,3.91,4770
12845,0.51,Very Good,E,VS2,63.3,57.0,5.12,5.05,3.22,1662
21144,1.5,Very Good,J,VS1,,57.0,7.24,7.2,4.57,8896
11945,1.03,Ideal,G,VVS2,61.6,57.0,6.51,6.48,4.0,8020
1455,0.34,Ideal,F,VS2,62.5,55.0,4.48,4.51,2.81,686
2785,2.25,Good,J,SI1,62.4,61.0,8.29,8.35,5.19,15287
7983,1.34,Very Good,H,VVS2,59.7,60.0,7.19,7.22,4.3,9735
12071,0.41,Premium,F,VS2,60.3,58.0,4.8,4.85,2.91,863
25516,0.41,Ideal,D,SI1,,57.0,4.86,4.82,2.92,1015
22382,0.4,Ideal,G,SI1,60.1,56.0,4.8,4.85,2.9,1084
22861,0.91,Very Good,D,SI2,62.3,57.0,6.14,6.22,3.85,3848
24844,1.03,Ideal,E,SI1,62.2,57.0,6.42,6.48,4.01,5234
15227,0.52,Premium,F,VS2,62.2,58.0,5.17,5.12,3.2,1720
22311,1.69,Premium,I,VS2,62.4,58.0,7.66,7.53,4.74,10600
6387,1.01,Premium,F,VS2,62.2,60.0,6.37,6.4,3.97,6416
18996,0.74,Ideal,F,VS1,62.3,57.0,5.79,5.77,3.6,3170
9304,0.51,Ideal,F,VVS2,62.2,55.0,5.12,5.11,3.18,1998
3623,0.42,Ideal,F,VVS2,61.3,57.0,4.8,4.82,2.95,1142
14416,0.3,Premium,E,VVS2,,58.0,4.28,4.25,2.62,1013
10552,0.3,Very Good,H,SI1,60.8,61.0,4.25,4.3,2.6,421
14424,2.1,Premium,G,SI2,60.9,57.4,8.17,8.27,5.0,16112
7490,0.33,Very Good,E,VVS2,62.3,56.0,4.4,4.44,2.75,893
17962,0.3,Ideal,I,VS1,62.2,56.0,4.27,4.31,2.67,518
25614,0.31,Premium,G,VS1,62.0,59.0,4.3,4.28,2.66,802
23802,0.36,Very Good,G,VS1,61.2,60.0,4.56,4.59,2.8,726
14680,1.01,Good,G,SI1,63.7,60.0,6.28,6.32,4.01,5021
18044,0.52,Ideal,H,VS1,61.0,56.0,5.15,5.23,3.17,1699
21912,1.31,Ideal,G,VS1,61.9,56.0,7.03,7.13,4.38,10099
2534,0.34,Ideal,D,VVS1,62.4,55.0,4.49,4.45,2.79,1211
1638,1.01,Premium,F,VS1,62.6,58.0,6.37,6.48,4.02,6066
22353,0.39,Ideal,F,VVS1,61.7,57.0,4.68,4.71,2.89,1148
11105,0.9,Premium,F,SI2,62.7,58.0,6.16,6.09,3.84,3780
7932,0.4,Ideal,D,VS2,62.2,54.0,4.73,4.76,2.95,891
8296,1.07,Very Good,E,VS2,60.4,58.0,6.61,6.66,4.01,6441
10530,0.73,Fair,D,SI1,64.5,56.0,5.7,5.65,3.66,2539
898,0.43,Ideal,F,IF,60.9,57.0,4.89,4.86,2.97,1580
22437,1.21,Very Good,I,SI1,61.8,59.0,6.75,6.78,4.18,5672
1841,1.02,Very Good,E,VS2,62.5,57.0,6.36,6.41,3.99,6816
5385,0.3,Very Good,H,SI1,63.1,56.0,4.29,4.27,2.7,554
11580,0.33,Good,G,IF,57.9,60.0,4.55,4.57,2.64,984
16128,0.39,Ideal,G,VVS2,60.6,57.0,4.72,4.75,2.87,902
19657,0.52,Ideal,D,VS2,61.0,57.0,5.18,5.21,3.17,1774
5133,0.35,Ideal,F,VVS2,62.1,56.0,4.56,4.52,2.82,956
5432,0.39,Ideal,F,VVS2,61.2,56.0,4.7,4.75,2.89,987
9083,0.3,Very Good,G,SI2,58.1,61.0,4.41,4.47,2.58,394
6813,0.32,Ideal,E,VVS1,61.2,55.0,4.4,4.45,2.71,892
21204,1.55,Ideal,J,VS2,61.7,57.0,7.37,7.42,4.56,7416
12865,1.01,Premium,J,VVS2,62.7,59.0,6.46,6.39,4.03,3897
18735,0.71,Ideal,F,VS1,61.1,56.0,5.71,5.74,3.5,3199
15128,0.27,Ideal,D,VVS1,62.2,56.0,4.15,4.12,2.57,799
26912,0.9,Very Good,F,SI2,63.1,56.0,6.18,6.12,3.88,3457
4117,0.8,Ideal,D,SI1,62.7,57.0,5.88,5.92,3.7,3564
781,1.21,Very Good,H,SI1,60.2,58.0,6.89,6.93,4.16,6229
9192,0.5,Very Good,E,VS2,62.1,62.0,5.08,5.1,3.16,1451
15666,1.1,Very Good,H,SI1,61.6,56.0,6.61,6.66,4.09,4827
42,1.58,Premium,F,SI2,62.3,60.0,7.42,7.38,4.61,9290
22271,1.24,Ideal,H,VVS1,62.3,54.0,6.88,6.9,4.29,8489
5783,0.71,Very Good,F,VS2,60.6,58.0,5.74,5.81,3.5,2697
15008,1.52,Premium,G,VVS1,60.4,59.0,7.48,7.38,4.49,16104
19965,1.22,Good,J,SI1,63.8,57.0,6.77,6.72,4.3,4612
13595,0.3,Ideal,F,VS2,62.7,57.0,4.31,4.27,2.69,776
13183,0.56,Ideal,H,VS1,60.2,57.0,5.38,5.35,3.23,1888
20121,0.37,Very Good,D,VS1,61.1,58.0,4.66,4.7,2.86,820
50,0.52,Ideal,D,VS2,61.8,55.0,5.16,5.19,3.2,1822
12981,0.38,Ideal,D,VVS2,60.3,57.0,4.71,4.77,2.86,992
17362,0.32,Ideal,G,VS1,60.8,57.0,4.42,4.39,2.68,828
22037,2.14,Premium,H,SI2,62.0,60.0,8.27,8.19,5.1,16723
9199,0.71,Good,E,SI2,57.8,60.0,5.86,5.83,3.38,2215
17382,0.4,Premium,F,VS1,62.5,57.0,4.72,4.69,2.94,1050
5231,0.5,Ideal,E,VVS2,62.4,54.0,5.11,5.09,3.18,2346
10435,2.28,Ideal,E,SI2,62.0,55.0,8.49,8.45,5.25,16969
22065,0.84,Very Good,H,SI1,61.2,57.0,6.1,6.12,3.74,2847
14846,0.28,Ideal,H,VVS2,61.6,56.0,4.22,4.26,2.61,514
9794,1.21,Premium,I,SI2,59.9,58.0,6.94,6.91,4.15,4879
14591,0.4,Very Good,D,SI1,63.5,55.0,4.72,4.67,2.98,924
6520,0.31,Premium,J,SI1,59.4,62.0,4.43,4.39,2.62,453
13888,0.54,Ideal,H,VVS1,61.7,57.0,5.23,5.24,3.23,1846
5091,1.02,Premium,I,SI1,61.7,58.0,6.48,6.45,3.99,4113
4529,1.5,Premium,F,SI1,61.9,60.0,7.26,7.21,4.48,10940
3981,0.36,Premium,E,VS2,59.3,59.0,4.6,4.68,2.75,789
14795,2.03,Ideal,J,VS1,62.5,57.0,8.14,8.08,5.06,14579
24793,0.76,Ideal,H,SI1,61.4,55.0,5.82,5.9,3.6,3050
10785,0.3,Ideal,I,VS1,62.5,54.0,4.29,4.32,2.69,473
25125,1.5,Very Good,I,SI1,63.1,54.0,7.34,7.31,4.62,8408
15224,0.32,Ideal,H,SI2,61.9,54.0,4.42,4.46,2.75,420
22141,0.43,Very Good,J,VS2,,59.0,4.86,4.9,2.97,731
10354,0.55,Ideal,E,VS1,61.2,54.0,5.3,5.32,3.25,1996
24854,0.78,Very Good,G,VS1,61.5,55.0,5.92,5.97,3.66,3472
23974,0.38,Ideal,H,VS2,62.8,56.0,4.62,4.59,2.89,898
15387,0.92,Ideal,F,VS2,61.2,56.0,6.25,6.3,3.84,5805
22254,1.5,Premium,H,VS2,61.2,61.0,7.32,7.25,4.46,10478
22710,2.18,Ideal,J,VS2,62.2,55.0,8.32,8.36,5.19,16427
20331,1.01,Good,H,SI2,63.5,60.0,6.23,6.31,3.98,3971
15121,2.18,Premium,F,SI1,61.2,60.0,8.38,8.3,5.1,18717
20905,0.9,Premium,D,SI1,62.4,61.0,6.17,6.13,3.84,4612
22993,1.51,Very Good,F,VS1,,63.0,7.34,7.43,4.4,14673
9694,0.35,Very Good,H,VS2,60.1,56.0,4.61,4.64,2.78,567
22211,1.02,Premium,F,VS2,61.3,58.0,6.42,6.54,3.97,6479
8756,1.59,Very Good,D,VS2,61.4,60.0,7.47,7.6,4.63,12846
17541,1.09,Premium,G,VS2,60.9,56.0,6.7,6.67,4.07,6504
2615,0.42,Ideal,F,VVS1,62.0,55.0,4.81,4.84,2.99,1326
17836,0.53,Very Good,F,VS2,61.9,58.0,5.17,5.2,3.21,1631
4474,0.9,Ideal,G,VS1,61.8,56.0,6.19,6.24,3.84,4931
6407,0.29,Very Good,H,VS1,62.2,56.0,4.24,4.27,2.64,444
10124,0.52,Ideal,E,SI1,62.4,58.0,5.16,5.13,3.21,1656
19620,0.3,Premium,G,VS2,61.8,60.0,4.29,4.25,2.64,630
15849,0.33,Ideal,D,VS2,61.9,53.0,4.46,4.49,2.77,781
774,0.91,Ideal,I,VS1,62.1,57.0,6.2,6.23,3.86,3906
15701,0.31,Ideal,F,VS2,60.8,57.0,4.41,4.38,2.67,749
19371,0.34,Ideal,E,SI1,63.0,55.0,4.47,4.42,2.8,765
20347,0.36,Ideal,F,IF,61.4,56.0,4.57,4.61,2.82,1063
24196,0.76,Very Good,J,VS2,61.2,57.0,5.86,5.91,3.6,2206
24697,0.4,Ideal,G,VVS1,,56.0,4.79,4.75,2.92,1200
7170,0.5,Premium,G,VVS2,59.6,60.0,5.18,5.15,3.08,1935
3249,2.32,Ideal,G,SI2,61.0,58.0,8.5,8.54,5.2,18532
10385,0.7,Very Good,E,SI1,63.9,57.0,5.55,5.66,3.58,3173
24315,0.31,Ideal,D,VVS1,62.1,54.0,4.34,4.36,2.7,934
8617,0.38,Ideal,F,VVS1,62.0,54.7,4.62,4.67,2.88,1101
9149,0.4,Ideal,E,VS1,61.7,55.0,4.76,4.73,2.93,1125
19771,0.79,Very Good,F,SI1,58.5,61.0,6.03,6.08,3.54,3073
19247,1.51,Good,J,VS2,64.0,58.0,7.27,7.24,4.64,7062
14218,0.74,Premium,F,SI1,61.4,59.0,5.82,5.81,3.57,2671
24144,1.2,Premium,E,VS1,60.7,57.0,6.89,6.81,4.16,10053
10834,1.53,Very Good,J,VS1,62.8,59.0,7.31,7.34,4.6,8058
5780,0.76,Ideal,G,VVS2,62.0,56.0,5.86,5.88,3.64,3927
4751,0.34,Premium,D,VS2,59.3,58.0,4.55,4.52,2.69,1033
16812,0.31,Ideal,D,SI1,61.2,55.0,4.37,4.49,2.71,571
7657,0.41,Ideal,F,VVS1,60.3,56.0,4.8,4.85,2.91,1295
25188,0.26,Premium,E,VS1,60.1,60.0,4.15,4.1,2.48,580
22438,0.9,Premium,G,VS1,62.7,58.0,6.15,6.06,3.83,4579
21138,0.55,Premium,E,VS2,62.3,60.0,5.26,5.18,3.25,2030
21128,0.32,Ideal,G,IF,61.7,56.0,4.39,4.42,2.72,918
23660,0.36,Ideal,D,SI1,62.7,57.0,4.54,4.59,2.86,663
26249,1.02,Very Good,E,SI2,63.0,57.0,6.39,6.44,4.04,4398
6422,1.0,Premium,I,SI1,58.5,59.0,6.56,6.54,3.83,3808
18225,0.54,Premium,D,VS2,61.6,55.0,5.28,5.24,3.24,1913
6121,0.3,Ideal,E,VVS1,62.1,56.0,4.3,4.33,2.68,838
25404,1.52,Ideal,J,VVS2,62.6,58.0,7.32,7.34,4.59,9541
8581,0.6,Ideal,E,VVS2,61.9,54.9,5.41,5.44,3.35,2860
10788,0.37,Ideal,D,VVS2,60.5,57.0,4.65,4.68,2.82,983
16371,0.75,Premium,E,VS2,62.1,57.0,5.9,5.79,3.63,3024
5845,0.68,Premium,H,SI1,59.5,59.0,5.77,5.73,3.42,1666
18665,1.52,Premium,D,SI1,59.8,58.0,7.55,7.51,4.5,12823
